utterance,tran_raw_2025,final_intent,suggested_intent_status,intent_confidence,needs_review,intent_reason
"Hi, I have an interlibrary loan that it won't let me renew, and I'm going to be out of town for a month. I was wondering if it could be extended? Otherwise, I will have to return it, and then try to check it out again. Thanks for your help! :)",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Extension issue for an interlibrary loan item.
I'm trying to find the book Queering Anti-Zionism by Corinne Blackmer. Miami doesn't have it and am having trouble figuring out if I can do it through interlibrary loan. Thank you.,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Needs help obtaining a book Miami lacks through ILL.
Need the Ohiolink database link to request some articles and can't find it. Thank you!,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Needs OhioLINK link to request articles.
I'm trying to log into the ILLiad system and I keep putting in my username and password and going in a circle. Is the site down? Am I able to submit a request another way?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,ILLiad login issue and submitting an interlibrary loan request.
How can I access a book that is listed in worldcat but is not at miami or in Ohiolink?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,WorldCat item not held locally or OhioLINK implies interlibrary loan borrowing.
OSU has this title that I want to read. How can I proceed? Via OhioLink or ILL? https://library.ohio-state.edu/search/o883963226,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Asks about obtaining OSU title via OhioLINK or ILL.
How many times can OhioLINK books be renewed?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,OhioLINK borrowing and renewals fall under interlibrary loan services.
"I have requested a book through interlibrary loan, and was wondering how do I find out where that is?",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Asks about status/location of an interlibrary loan request.
I tried to request a book through OhioLINK (title: The German legends of the Brothers Grimm). How will I know when it comes in or if it was requested successfully?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,OhioLINK request status and pickup notification question.
Hi! I have attempted a few times to request books through ILLIAD and have never heard anything.. I see one that says I should have been notified from email but I have no emails about it! boyerkg,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,User asks about ILLiad book requests and missing notifications.
I'm trying to request the book The path to singularity : how technology will challenge the future of humanity / J. Craig Wheeler ; foreword by Neil deGrasse Tyson from OhioLink but am having problems doing that.,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,User needs help requesting a book through OhioLINK.
"I am a raduate student and I issued a book through OhioLink. I was under the impression I could keep it for the semester, but I need to return it in a couple weeks. How can I keep it for the semester, as we need the textbook for the whole time.",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Question concerns an OhioLINK borrowed book and keeping it longer.
Are items in the SW Depository considered Special Collections? I'm looking for an interlibrary loan and am wondering if it's a possibility.,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,User asks about interlibrary loan possibility for SW Depository items.
I have a textbook I checked out through OHIOLink but I'm unable to renew it again. I still need it for the rest of the semester. What would you recommend so that I can continue using the textbook for the next few weeks?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,OhioLINK textbook renewal/continued borrowing is interlibrary loan related.
"Is there any way I can get access to Mustang Journal by Lisa Wood? I've tried OhioLink and ILL, but haven't had any luck.",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Mentions OhioLINK and ILL access attempts for a resource.
"I just made an ILL request but I seem to have requested the same book twice. I'm guessing the ILL people will catch this, but if not, how can I let them know that I only meed ONE book, not TWO?",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Question concerns correcting a duplicate ILL request.
How can I facilitate an interlibrary loan?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,User asks how to use interlibrary loan service.
"Last week I submitted an ILL request. On my library account it says ""0 requests (holds)."" Can I check the status of that request?",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,"Asks status of a submitted ILL request, despite account mention."
"Hi, my ILL arrived (though, I need to pick it up). I also ordered something from OhioLINK before it ""shut down."" The status of that request says ""Requested."" Should I cancel it and re-order through ILL, or do you think it will come through?",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Question concerns ILL and OhioLINK request status and borrowing from another library.
I already have books checked out from Ohiolink. Some are due before June 23. How do I avoid fines?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,OhioLINK checked-out books and fines relate to interlibrary borrowing.
when will ohiolink be back up and running?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Asks about OhioLINK service availability.
"Hello, because OhioLINK is down, I placed an ILL. Can you please check on this for me? Transaction No. 95427",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Requests status check on an ILL transaction.
"Do you have an update on Ohiolink? I just spoke with folks at OSU and UD, and they indicated that it will be back at the end of the month. And will that include ""Pick up anywhere""?",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Asks for OhioLINK update and pickup-anywhere borrowing service.
"I am trying to put in an ILL request, but I am very confused about how the dashboard is now set up",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Needs help submitting an ILL request.
I don't like this interface! Where did the WorldCat tab go? The OhioLINK one? The ILL one?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,"Mentions WorldCat, OhioLINK, and ILL interface access."
How can I access my Ohiolink loan,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Asks how to access an OhioLINK loan.
Hi. Is Ohiolink up and running? And can you provide instructions on how to order books there? thanks!,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Asks about OhioLINK status and ordering books there.
"Good morning, Is there a way to go straight to Ohiolink or the MU library system catalog anymore, without signing into the ""Start your research here"" page?",tran_raw_2025,interlibrary_loan,accepted,medium,FALSE,"Asks how to access OhioLINK or catalog, primarily OhioLINK-related."
"Good afternoon, I'm trying to request a book from OhioLink but I'm not able to find a ""Request"" button. Could you please help? Thank you!",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Needs help requesting a book through OhioLINK.
"Hello, How do I get to request a book through OhioLink? I would like to requet Monster Anthropology from Ohio State U",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Requests a book through OhioLINK from another institution.
"Hi, I am trying to access a chapter from a book. It seems we don't have access to it through Miami, so I'm trying to figure out how to request it from another library in the new system but do not see that as an option. Any tips?",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Wants to request unavailable chapter from another library.
I want to get a book from Interlibrary loan,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Directly asks to get a book via interlibrary loan.
"I am on Google Search. I want to get to Inter-library loan. Thanks, Dave",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Needs to navigate to interlibrary loan.
Where's WorldCat?!,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,WorldCat access is part of interlibrary borrowing workflow.
Is Ohiolink up and running?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Asks whether OhioLINK is operational.
I am having difficulty pulling Inter-Library Loan.,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Reports difficulty accessing interlibrary loan.
I am waiting on an ILL request. Can you tell me the status?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Asks for status of an ILL request.
Why can't I search through WorldCat from the main search engine anymore?,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,WorldCat search relates to borrowing/requesting from other libraries.
"Hello, would it be possible to unlock my ILLiad account?",tran_raw_2025,interlibrary_loan,accepted,high,FALSE,ILLiad account is part of interlibrary loan service.
